word,vocab_rank,semantic_rank,zone,pc1,pc2
accompanies,380,59874,red,-0.060130413452382625,0.10709679101846162
accompaniment,381,37671,red,-0.045742191384473566,0.19217545991932777
accompanist,382,62907,red,0.15675978972270516,-0.01902853579006595
accompany,383,25892,red,-0.27871411930143264,-0.04757869685737559
accompanying,384,17830,red,-0.35791249750509513,-0.06370469483356182
accompli,385,35338,red,0.11894951941758103,0.1141348631848883
accomplice,386,33526,red,-0.021612452412080214,-0.15604019719203122
accomplices,387,26142,red,-0.09803979757833031,-0.04212484112309272
accomplish,388,19656,red,-0.33085684391738535,0.11216104554144307
accomplished,389,17003,red,-0.3844721569240782,-0.03497197720534014
accomplishes,390,47057,red,0.14144114192929128,0.13276089856645484
accomplishing,391,27430,red,-0.07234988827365232,0.18871986809246694
accomplishment,392,15197,red,-0.24754352894019746,0.09336151347419108
accomplishments,393,17761,red,-0.2742286993966254,0.015948281281772836
accor,394,11057,red,0.10221525164719336,0.0032444192779352713
accord,395,12799,red,-0.43521638610100855,-0.07056813933927665
accordance,396,29185,red,-0.37679889435187514,0.035210838696743345
accorded,397,18693,red,-0.15717507505940398,0.06078628910087195
according,398,3022,red,-0.6449681516213557,-0.30603082417163613
accordingly,399,16632,red,-0.3503773386147422,0.08877735840674407
accordion,400,23726,red,0.0345714594718672,0.05517358937722156
accords,401,23176,red,-0.2747445657219449,-0.032634798131321516
accorsi,402,62350,red,0.14224738448762503,-0.07770439994241439
accosted,403,36996,red,0.20640076730281526,-0.013149489211083665
account,404,13181,red,-0.5559089796990985,-0.037461099515462074
accountability,405,22023,red,-0.3114003250496403,0.03612711448416263
accountable,406,46990,red,-0.2722522279348145,0.04990279338500983
accountancy,407,48204,red,0.0156152755256646,0.05577688654907877
accountant,408,51454,red,-0.07130565922855936,-0.2379929742574558
accountants,409,57568,red,-0.14687045269779747,0.0017584257544730406
accounted,410,27359,red,-0.34421293056078806,-0.006582246421485001
accounting,411,35840,red,-0.41010056413466756,0.01903006648738315
accounts,412,10272,red,-0.5199668745049778,0.002977771791621153
accra,413,15227,red,-0.033378169538527104,-0.10329351555482498
accreditation,414,35427,red,-0.18888587211093877,-0.012525227829070736
accredited,415,21507,red,-0.17123999707028184,-0.04734602557911944
accrediting,416,42328,red,0.007982701232471755,0.05025041126292616
